Energy,Flux
5.0,0.0011928733502533009
5.3061224489795915,0.0010814679863666488
5.612244897959184,0.0009858757099664188
5.918367346938775,0.000903162586106731
6.224489795918368,0.0008310545462444844
6.530612244897959,0.0007677654019416964
6.836734693877551,0.0007118752867909521
7.142857142857142,0.0006622432368625695
7.448979591836735,0.00061794332827951
7.755102040816327,0.0005782173543099131
8.061224489795919,0.0005424392993981164
8.36734693877551,0.0005100883495604029
8.673469387755102,0.0004807281619735187
8.979591836734695,0.0004539907802671254
9.285714285714285,0.0004295640369674327
9.591836734693878,0.0004071816008980057
9.89795918367347,0.0003866150550083516
10.204081632653061,0.00036766752819836
10.510204081632654,0.0003501685465226663
10.816326530612244,0.0003339698668758388
11.122448979591837,0.0003189420457909969
11.428571428571429,0.00030497161964840314
11.73469387755102,0.0002919587698043065
12.040816326530614,0.0002798153791460188
12.346938775510203,0.00026846340649235083
12.653061224489797,0.0002578335206190205
12.959183673469388,0.0002478639477478967
13.26530612244898,0.00023849949624704338
13.571428571428571,0.00022969073154331814
13.877551020408163,0.000221393286032883
14.183673469387756,0.00021356731137346102
14.489795918367347,0.00020617713760927666
14.795918367346939,0.0001991913658131321
15.10204081632653,0.00019258109394154998
15.408163265306122,0.00018631456652627279
15.714285714285715,0.00018037063936882057
16.02040816326531,0.00017472733502206064
16.3265306122449,0.00016936470984053572
16.632653061224488,0.00016426467826768996
16.93877551020408,0.00015941090950702372
17.244897959183675,0.00015478870649808619
17.551020408163268,0.00015038495483338807
17.857142857142858,0.00014618810867903127
18.163265306122447,0.0001421882257130137
18.46938775510204,0.00013837706337965343
18.775510204081634,0.0001347482531520197
19.081632653061227,0.00013129757718120702
19.387755102040817,0.00012802338307577976
19.693877551020407,0.00012492718989938153
20.0,0.0001220145658483658
26.71,7.531928957174167e-05
26.77714285714286,7.501165255017708e-05
26.844285714285714,7.470615259724762e-05
26.911428571428573,7.44027732605121e-05
26.978571428571428,7.410149836960916e-05
27.045714285714286,7.380231203518743e-05
27.112857142857145,7.350519864794742e-05
27.18,7.321014287779695e-05
27.247142857142858,7.291712967312054e-05
27.314285714285717,7.26261442601652e-05
27.38142857142857,7.233717214254324e-05
27.44857142857143,7.205019910085424e-05
27.515714285714285,7.176521119242795e-05
27.582857142857144,7.14821947511896e-05
27.650000000000002,7.120113638765017e-05
27.717142857142857,7.092202298902329e-05
27.784285714285716,7.064484171947137e-05
27.85142857142857,7.036958002048323e-05
27.91857142857143,7.009622561138583e-05
27.985714285714288,6.982476648999287e-05
28.052857142857142,6.955519093339321e-05
28.12,6.928748749888185e-05
28.18714285714286,6.902164502503726e-05
28.254285714285714,6.875765263294796e-05
28.321428571428573,6.849549972759232e-05
28.388571428571428,6.823517599937524e-05
28.455714285714286,6.797667142582565e-05
28.522857142857145,6.771997627345949e-05
28.59,6.746508109981213e-05
28.65714285714286,6.721197675564535e-05
28.724285714285713,6.69606543873337e-05
28.791428571428572,6.671110543943554e-05
28.85857142857143,6.646332165745424e-05
28.925714285714285,6.621729509079566e-05
28.992857142857144,6.59730180959275e-05
29.060000000000002,6.57304833397476e-05
29.127142857142857,6.548968380316773e-05
29.194285714285716,6.525061278491997e-05
29.26142857142857,6.501326390559353e-05
29.32857142857143,6.477763111190974e-05
29.395714285714284,6.454370868124381e-05
29.462857142857143,6.431149122640214e-05
29.53,6.408097370066455e-05
29.597142857142856,6.385215140310125e-05
29.664285714285715,6.362501998417495e-05
29.731428571428573,6.339957811957945e-05
29.798571428571428,6.317581986442031e-05
29.865714285714287,6.295374162035941e-05
29.932857142857145,6.273334050571993e-05
30.0,6.251461402291943e-05
31.81,5.642798766153844e-05
37.283265306122445,4.359542816369278e-05
42.756530612244894,3.5279691562689336e-05
48.229795918367344,2.978802658404762e-05
53.703061224489794,2.6058411608003456e-05
59.17632653061224,2.358130237278426e-05
64.64959183673469,2.1400055253933402e-05
70.12285714285714,1.979085476318156e-05
75.59612244897959,1.888409788033156e-05
81.06938775510204,1.8531065659544475e-05
86.54265306122448,1.762228488462719e-05
92.01591836734694,1.7081177911110494e-05
97.48918367346938,1.6945298156624062e-05
102.96244897959184,1.660598348761949e-05
108.43571428571428,1.5940668549052076e-05
113.90897959183674,1.544989486177078e-05
119.38224489795918,1.5119586254455321e-05
124.85551020408163,1.4949598220788173e-05
130.32877551020408,1.4963741321044428e-05
135.80204081632652,1.5183116253934614e-05
141.27530612244897,1.5670483680983412e-05
146.7485714285714,1.653370871628931e-05
152.22183673469388,1.7237932740479666e-05
157.69510204081632,1.713490848147365e-05
163.16836734693877,1.712778514900268e-05
168.6416326530612,1.7198357119879743e-05
174.11489795918368,1.73384018720458e-05
179.58816326530612,1.7628430243777845e-05
185.06142857142856,1.8041400653903618e-05
190.534693877551,1.8664049619901395e-05
196.00795918367348,1.9486144370778078e-05
201.48122448979592,2.0019201211421534e-05
206.95448979591836,1.9646299095642206e-05
212.4277551020408,1.9231387382916868e-05
217.90102040816325,1.8804372055050544e-05
223.37428571428572,1.85846482075572e-05
228.84755102040816,1.8450451371758178e-05
234.3208163265306,1.847074982872611e-05
239.79408163265305,1.8463641296224155e-05
245.26734693877552,1.8491505534692537e-05
250.74061224489796,1.8566515073367426e-05
256.2138775510204,1.8643097310479987e-05
261.6871428571428,1.8768422242539084e-05
267.1604081632653,1.89346941125333e-05
272.63367346938776,1.911419566320452e-05
278.1069387755102,1.9360244324938385e-05
283.58020408163264,1.964366120641556e-05
289.0534693877551,2.0025464454287708e-05
294.52673469387753,2.047111577292472e-05
300.0,2.0983714088342116e-05
