Energy,Flux
5.0,0.0001971672066765178
5.3061224489795915,0.000178753278323061
5.612244897959184,0.0001629530576930329
5.918367346938775,0.0001492816016382552
6.224489795918368,0.00013736303476312198
6.530612244897959,0.00012690212221739533
6.836734693877551,0.00011766417765038726
7.142857142857142,0.0001094606138404231
7.448979591836735,0.00010213838702607421
7.755102040816327,9.557217501502856e-05
8.061224489795919,8.965850518094257e-05
8.36734693877551,8.431129341577097e-05
8.673469387755102,7.945841764922354e-05
8.979591836734695,7.503905924560592e-05
9.285714285714285,7.100162078360821e-05
9.591836734693878,6.730208101479069e-05
9.89795918367347,6.390268542666189e-05
10.204081632653061,6.0770893662044806e-05
10.510204081632654,5.7878528486858805e-05
10.816326530612244,5.520108714982622e-05
11.122448979591837,5.2717174247334454e-05
11.428571428571429,5.040803564680246e-05
11.73469387755102,4.8257172561365366e-05
12.040816326530614,4.625002032247272e-05
12.346938775510203,4.437367968839227e-05
12.653061224489797,4.261669106550982e-05
12.959183673469388,4.0968844012559845e-05
13.26530612244898,3.942101603560915e-05
13.571428571428571,3.796503621131732e-05
13.877551020408163,3.659357112368188e-05
14.183673469387756,3.530003433472454e-05
14.489795918367347,3.4078530042061025e-05
14.795918367346939,3.292386839149021e-05
15.10204081632653,3.1831272232798716e-05
15.408163265306122,3.079549277995935e-05
15.714285714285715,2.981303515855747e-05
16.02040816326531,2.8880266768485013e-05
16.3265306122449,2.7993891171888855e-05
16.632653061224488,2.7150919050023184e-05
16.93877551020408,2.6348651124269718e-05
17.244897959183675,2.5584658152366632e-05
17.551020408163268,2.4856772485006203e-05
17.857142857142858,2.4163085738689083e-05
18.163265306122447,2.350195457059383e-05
18.46938775510204,2.287201658824235e-05
18.775510204081634,2.2272219152923852e-05
19.081632653061227,2.170186510639708e-05
19.387755102040817,2.1160681328800965e-05
19.693877551020407,2.064891890256208e-05
20.0,2.016749818164844e-05
26.71,1.2449346722824053e-05
26.77714285714286,1.2398498129216614e-05
26.844285714285714,1.2348002766614944e-05
26.911428571428573,1.229785791563406e-05
26.978571428571428,1.2248060903513297e-05
27.045714285714286,1.2198609103939438e-05
27.112857142857145,1.2149499936888411e-05
27.18,1.2100730868485628e-05
27.247142857142858,1.2052299410885276e-05
27.314285714285717,1.2004203122168764e-05
27.38142857142857,1.1956439606262553e-05
27.44857142857143,1.1909006512875672e-05
27.515714285714285,1.1861901537457233e-05
27.582857142857144,1.1815122421174146e-05
27.650000000000002,1.1768666950909529e-05
27.717142857142857,1.1722532959282034e-05
27.784285714285716,1.1676718324686501e-05
27.85142857142857,1.1631220971356409e-05
27.91857142857143,1.1586038869448442e-05
27.985714285714288,1.154117003514969e-05
28.052857142857142,1.1496612530807981e-05
28.12,1.1452364465085741e-05
28.18714285714286,1.1408423993138084e-05
28.254285714285714,1.1364789316815535e-05
